console,title,average_rating,rating_count,genres
ps2,"B-Boy (USA) (En,Fr,De,Es,It)",4.14,271,"['Action', 'Music/Rhythm']"
ps2,"Babe (Europe) (En,Fr,De,Es,It,Nl)",4.3,98,[]
ps2,Backyard Baseball '09 (USA),3.94,17,[]
ps2,Backyard Baseball '10 (USA),4.29,17,"['Sports', 'Baseball']"
ps2,Backyard Baseball (USA),4.04,28,"['Sports', 'Baseball']"
ps2,Backyard Basketball (USA),4.94,17,['Basketball']
ps2,Backyard Football '08 (USA),4.73,11,"['Action', 'Sports', 'Football']"
ps2,Backyard Football '09 (USA),4.67,15,"['Sports', 'Football']"
ps2,Backyard Football '10 (USA),4.23,22,['Football']
ps2,Backyard Football 2006 (USA),3.76,21,[]
ps2,Backyard Sports - Baseball 2007 (USA),4.31,13,[]
ps2,Backyard Sports - Basketball 2007 (USA),4.77,13,[]
ps2,"Backyard Wrestling - Don't Try This at Home (Europe) (En,Fr,De,Es,It)",4.47,19,"['Action', 'Sports', 'Wrestling']"
ps2,Backyard Wrestling - Don't Try This at Home (USA),4.12,57,"['Action', 'Sports', 'Wrestling']"
ps2,Backyard Wrestling 2 - There Goes the Neighborhood (Europe),4.17,23,"['Sports', 'Wrestling']"
ps2,Backyard Wrestling 2 - There Goes the Neighborhood (USA),4.28,72,"['Sports', 'Wrestling']"
ps2,Bad Boys - Miami Takedown (USA),4.42,101,"['Action', 'Shooter']"
ps2,Bad Boys II (Europe),4.63,54,"['Action', 'Shooter']"
ps2,"Bad Boys II (Germany) (En,De)",4.21,19,"['Action', 'Shooter']"
ps2,Bakuen Kakusei - Neverland Senki Zero (Japan),4.95,19,[]
ps2,"Bakugan - Battle Brawlers (Europe) (En,Fr,De,Es,It,Nl,Sv)",4.17,481,['Action']
ps2,Bakugan - Battle Brawlers (USA),4.32,940,['Action']
ps2,"Baldur's Gate - Dark Alliance (Europe, Australia) (En,Fr,De,Es,It)",4.7,312,"['Action', 'Adventure', 'Role-Playing']"
ps2,Baldur's Gate - Dark Alliance (USA),4.66,331,"['Action', 'Adventure', 'Role-Playing']"
